"Артикул";"Ozon Product ID";"FBO OZON SKU ID";"FBS OZON SKU ID";"CrossBorder Ozon SKU";"Barcode";"Наименование товара";"Контент-рейтинг";"Бренд";"Статус товара";"Видимость FBO";"Причины скрытия FBO (при наличии)";"Видимость FBS";"Причины скрытия FBS (при наличии)";"Дата создания";"Категория комиссии";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Вывезти и нанести КИЗ (кроме Твери), шт";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Рыночная цена, ₽";"Актуальная ссылка на рыночную цену";"Размер НДС, %"
"'ANMD КОТ VF МОЛ RIND 100G-48";"1096655283";"1615322356";"1615322356";"0";"83448-48";"Корм Animonda для котят влажный Vom Feinsten с говядиной, 48 упаковок по 100г / Анимонда";"'80";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-06-27 13:08:24";"Зоокорма и товары для фермерского хозяйства";"'11.70";"'5.3";"0";"0";"0";"999";"0";"0";"9189.00";"11489.00";;;;"0%"
"'ANMD КОТ VF ВЗР PUTE-RINDFLEISCH-KAROTTEN 100G-64";"1096655285";"1615322596";"1615322596";"0";"83263-64";"Корм Animonda для кошек влажный Vom Feinsten с индейкой, говядиной и морковью, 64 упаковки по 100г / Анимонда";"'80";"Animonda";"Готов к продаже";"Показывается";;"Показывается";;"2024-06-27 13:08:24";"Зоокорма и товары для фермерского хозяйства";"'15.60";"'7.0";"0";"0";"0";"0";"0";"0";"12189.00";"15239.00";;;;"0%"
"'ANMD КОТ VF ВЗР RIND-MILCHSAUCE 100G-64";"1096655300";"1615322454";"1615322454";"0";"83012-64";"Корм Animonda для кошек влажный Vom Feinsten с говядиной в молочном соусе, 64 упаковки по 100г / Анимонда";"'80";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-06-27 13:08:25";"Зоокорма и товары для фермерского хозяйства";"'15.60";"'7.0";"0";"0";"0";"999";"0";"0";"12189.00";"15239.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE PARAKEETS PROMO 1.2KG-2";"1097354281";"1615986508";"1615986508";"0";"5410340219072-2";"Сухой корм для попугаев средних Versele Laga Prestige Big Parakeets ПРОМО 2шт по 1кг+200г";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-06-28 09:38:35";"Зоокорма и товары для фермерского хозяйства";"'2.69";"'2.5";"0";"0";"0";"0";"0";"0";"1953.00";"2305.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE PARAKEETS PROMO 1.2KG-3";"1097354286";"1615986630";"1615986630";"0";"5410340219072-3";"Сухой корм для попугаев средних Versele Laga Prestige Big Parakeets ПРОМО 3шт по 1кг+200г";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-06-28 09:38:35";"Зоокорма и товары для фермерского хозяйства";"'4.03";"'3.8";"0";"0";"0";"0";"0";"0";"2797.00";"3300.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE PARAKEETS PROMO 1.2KG-5";"1097354300";"1615986485";"1615986485";"0";"5410340219072-5";"Сухой корм для попугаев средних Versele Laga Prestige Big Parakeets ПРОМО 5шт по 1кг+200г";"'92.5";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-06-28 09:38:36";"Зоокорма и товары для фермерского хозяйства";"'6.72";"'6.3";"0";"0";"0";"0";"0";"0";"4487.00";"5295.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE PARAKEETS PROMO 1.2KG-1";"1097354305";"1615986621";"1615986621";"0";"5410340219072";"Сухой корм для попугаев средних Versele Laga Prestige Big Parakeets ПРОМО 1кг+200г";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-06-28 09:38:37";"Зоокорма и товары для фермерского хозяйства";"'1.34";"'1.3";"0";"0";"0";"0";"0";"0";"1002.00";"1182.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE STICKS VEG DAN 0.06KG-1";"1099265142";"1617707309";"1617707309";"0";"5410340223536";"Лакомство для попугаев палочки с овощами и одуванчиком Versele Laga Prestige Sticks 1уп 2х30г";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-01 10:56:36";"Зоокорма и товары для фермерского хозяйства";"'0.48";"'0.1";"0";"0";"0";"0";"0";"0";"540.00";"637.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE STICKS EGG THYME 0.06KG-1";"1099266084";"1617708146";"1617708146";"0";"5410340223543";"Лакомство для попугаев палочки с яйцом и тимьяном Versele Laga Prestige Sticks 1уп 2х30г";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-01 10:58:32";"Зоокорма и товары для фермерского хозяйства";"'0.48";"'0.1";"0";"0";"0";"0";"0";"0";"540.00";"637.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE STICKS FRUIT FLOWER 0.06KG-1";"1099267095";"1617709099";"1617709099";"0";"5410340223512";"Лакомство для попугаев палочки со смесью фруктов и цветов Versele Laga Prestige Sticks 1уп 2х30г";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-01 11:00:20";"Зоокорма и товары для фермерского хозяйства";"'0.48";"'0.1";"0";"0";"0";"0";"0";"0";"540.00";"637.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE STICKS NUTS RAISIN 0.06KG-1";"1099267734";"1617710186";"1617710186";"0";"5410340223529";"Лакомство для попугаев палочки с орехами и изюмом Versele Laga Prestige Sticks 1уп 2х30г";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-01 11:01:49";"Зоокорма и товары для фермерского хозяйства";"'0.48";"'0.1";"0";"0";"0";"0";"0";"0";"540.00";"637.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE STICKS MIX2 0.06KG-4";"1099273193";"1617715038";"1617715038";"0";"OZN1617715038";"Лакомство для попугаев Хрустящие палочки НАБОР 4 ВКУСА Versele Laga Prestige Sticks 4уп 2х30г 240г";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-01 11:04:47";"Зоокорма и товары для фермерского хозяйства";"'2.52";"'0.5";"0";"0";"0";"0";"0";"0";"1824.00";"2152.00";;;;"0%"
"'ЮНИ Квас Лидский CRAZY Береза 1.5л-06";"1103910153";"1621427815";"1621427815";"0";"OZN1621427815";"Квас Лидский Белый Crazy Crush Summer Edition с березовым и лимонным соком 1.5л 6шт / Лидский квас";"'100";"Лидский";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-05 10:40:49";"Продукты питания";"'4.72";"'9.2";"0";"0";"0";"0";"0";"0";"2999.00";"3999.00";;;;"0%"
"'ЮНИ Квас Лидский CRAZY Карамель 1.5л-01";"1103910155";"1621428033";"1621428033";"0";"4810285015844";"Квас Лидский Темный Crazy Crush со вкусом карамели 1.5л / Лидский квас";"'80";"Лидский";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-05 10:40:50";"Продукты питания";"'2.19";"'1.6";"0";"0";"0";"0";"0";"0";"999.00";"1399.00";;;;"0%"
"'ЮНИ Квас Лидский CRAZY Береза 1.5л-01";"1103910173";"1621427830";"1621427830";"0";"4810285016216";"Квас Лидский Белый Crazy Crush Summer Edition с березовым и лимонным соком 1.5л / Лидский квас";"'95";"Лидский";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-05 10:40:51";"Продукты питания";"'2.19";"'1.6";"0";"0";"0";"0";"0";"0";"999.00";"1399.00";;;;"0%"
"'ЮНИ Квас Лидский Темный 1л-12";"1103910174";"1621427369";"1621427369";"0";"OZN1621427369";"Квас Лидский Темный 1л 12шт / Лидский квас";"'80";"Лидский";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-05 10:40:51";"Продукты питания";"'4.38";"'6.2";"0";"0";"0";"0";"0";"0";"2999.00";"3999.00";;;;"0%"
"'ЮНИ Квас Лидский CRAZY Карамель 1.5л-06";"1103910175";"1621427886";"1621427886";"0";"OZN1621427886";"Квас Лидский Темный Crazy Crush со вкусом карамели 1.5л 6шт / Лидский квас";"'100";"Лидский";"Продается";"Показывается";;"Показывается";;"2024-07-05 10:40:51";"Продукты питания";"'4.72";"'9.2";"1";"0";"0";"0";"0";"0";"2999.00";"3999.00";;;;"0%"
"'УЦЕН АЛПК ADV КОТ ВЗР VetDiet Antistress 7.5кг 1шт";"1106002384";"1623700056";"1623700056";"0";;"Advance Antistress корм для кошек сухой при мочекаменной болезни для снижения стресса 7.5кг (УЦЕНКА - читайте описание)";"'70";"Advance";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-08 13:09:49";"Зоокорма и товары для фермерского хозяйства";"'3.60";"'7.9";"0";"0";"0";"0";"0";"0";"6462.00";"9395.00";;;;"0%"
"'ЮНИ Pepsi Без Сахара 0.33л-01";"1107076844";"1624638300";"1624638300";"0";"4810285016056";"Pepsi Без Сахара 0.33л / Пепси Без Сахара";"'75";"Pepsi";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-09 14:15:12";"Продукты питания";"'0.50";"'0.4";"0";"0";"0";"0";"0";"0";"999.00";"1399.00";;;;"0%"
"'ЮНИ Pepsi Без Сахара 0.33л-24";"1107077471";"1624638790";"1624638790";"0";"OZN1624638790";"Pepsi Без Сахара 0.33л 24шт/ Пепси Без Сахара";"'95";"Pepsi";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-09 14:17:00";"Продукты питания";"'4.00";"'8.0";"0";"0";"0";"0";"0";"0";"2999.00";"3999.00";;;;"0%"
"'ЮНИ Квас Лидский Хлебный 1л-12";"1107752747";"1625225537";"1625225537";"0";"OZN1625225537";"Квас Лидский Хлебный 1л 12шт / Лидский квас";"'100";"Лидский";"Продается";"Показывается";;"Показывается";;"2024-07-10 08:50:57";"Продукты питания";"'8.75";"'12.3";"21";"0";"1";"0";"0";"0";"4999.00";"5999.00";;;;"0%"
"'ИРБ FLTZ КОТ ВЗР СТДЗ Рыба 10кг";"1110275129";"1627436329";"1627436329";"0";"3269878321007";"Flatazor корм для кошек сухой стерилизованных с рыбой 10кг";"'80";"Flatazor";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-12 15:27:50";"Зоокорма и товары для фермерского хозяйства";"'6.75";"'10.3";"0";"0";"0";"0";"0";"0";"10618.00";"12766.00";;;;"0%"
"'ИРБ FLTZ СОБ ВЗР ВСЕ ADULT EXIG Промо 12кг";"1110275130";"1627441963";"1627441963";"0";"3269878461208";"Flatazor корм для собак сухой всех пород птицей и свининой 12кг";"'80";"Flatazor";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-12 15:27:50";"Зоокорма и товары для фермерского хозяйства";"'7.68";"'12.4";"0";"0";"0";"0";"0";"0";"9694.00";"12580.00";;;;"0%"
"'ИРБ FLTZ СОБ ВЗР ВСЕ ADULT SKIN Промо 12кг";"1110275131";"1627436655";"1627436655";"0";"3269878451209";"Flatazor корм для собак сухойбеззерновой для всех пород с птицей 12кг";"'80";"Flatazor";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-12 15:27:50";"Зоокорма и товары для фермерского хозяйства";"'7.68";"'12.4";"0";"0";"0";"0";"0";"0";"11949.00";"14780.00";;;;"0%"
"'ИРБ FLTZ КОТ ВЗР СТДЗ Курица 2кг";"1110275132";"1627435162";"1627435162";"0";"3269878310209";"Flatazor корм для кошек сухой стерилизованных с курицей 2кг";"'80";"Flatazor";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-12 15:27:50";"Зоокорма и товары для фермерского хозяйства";"'2.88";"'2.1";"0";"0";"0";"0";"0";"0";"3204.00";"5474.00";;;;"0%"
"'ИРБ FLTZ КОТ ВЗР СТДЗ Курица Промо 12кг";"1110275138";"1627434747";"1627434747";"0";"3269878311206";"Flatazor корм для кошек сухой стерилизованных с курицей промо 10+2кг";"'80";"Flatazor";"Готов к продаже";"Показывается";;"Показывается";;"2024-07-12 15:27:53";"Зоокорма и товары для фермерского хозяйства";"'7.68";"'12.4";"0";"0";"0";"0";"0";"0";"10724.00";"12334.00";;;;"0%"
